tweeter_id,avatar_url,tw_time,tw_text,tw_replies,tw_retweets,tw_favorites
HipHopTalker,https://pbs.twimg.com/profile_images/917952316271075328/F7y8j-5R_bigger.jpg,3:11 PM - 11 Nov 2018,"Millennium Development Goals are goals that have been reached through the adoption of free market principles. It’s the means to the goal that deserves credit, the mere goals themselves don’t get you there  That’s such an absurd argument lmao",0,0,2
ChildrenUg,https://pbs.twimg.com/profile_images/3367412391/a18c8ec5838b78f177971aa8b04b33d4_bigger.jpeg,11:13 AM - 11 Nov 2018,"Fear, anxiety and injuries caused by violence may play a large role in both children's absenteeism and low education achievement, thus affecting progress towards achieving the millennium development goals #15Nov2018 #ChildrenGala2018 #EveryChildMatters #SpeakOutViolencepic.twitter.com/8tKvH8n8Q6",0,0,0
ChildrenUg,https://pbs.twimg.com/profile_images/3367412391/a18c8ec5838b78f177971aa8b04b33d4_bigger.jpeg,11:13 AM - 11 Nov 2018,"Fear, anxiety and injuries caused by violence may play a large role in both children's absenteeism and low education achievement, thus affecting progress towards achieving the millennium development goals #15Nov2018 #ChildrenGala2018 #EveryChildMatters #SpeakOutViolencepic.twitter.com/L4xHVGXuj9",0,0,0
GW_isp,https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,6:11 AM - 11 Nov 2018,What have the millennium development goals achieved? https://www.theguardian.com/global-development/datablog/2015/jul/06/what-millennium-development-goals-achieved-mdgs?CMP=Share_iOSApp_Other …,0,0,0
teddyeugene,https://pbs.twimg.com/profile_images/1021404401175597056/clobRLab_bigger.jpg,4:28 PM - 10 Nov 2018,"the achievement of the Millennium Development Goals (MDGs) will largely depend on the development of Kenya’s human resources, of which the youth are the majority. #JamhuriSportsFestival",0,1,2
globalpeacef1,https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,2:54 AM - 10 Nov 2018,Advocate and contribute to the achievement of the United Nations’ Millennium Development Goals. http://bit.ly/VgToM0 ,0,0,0
gbemy01,https://pbs.twimg.com/profile_images/1060742236105854976/7-mzELEw_bigger.jpg,5:30 PM - 9 Nov 2018,"Our government worked hard to achieve universal primary education, eliminate hunger, reduce child and maternal mortality, protect the environment and combat HIV/AIDS and malaria as contained in the United Nations Millennium Development Goals. #VotePDP",0,1,1
paulwebs1,https://pbs.twimg.com/profile_images/978695999765000197/2T9b8cwY_bigger.jpg,11:43 AM - 9 Nov 2018,"World over, the media remained silent over the sidelining of disability issues in the Millennium Development Goals (MDGs); despite the fact that persons with disabilities formed over 15% of the world’s population.#DisabilityAndMedia18",0,2,2
GlenTarman,https://pbs.twimg.com/profile_images/712765942946742272/OnC6FUD2_bigger.jpg,9:46 AM - 9 Nov 2018,"Did the world achieve the Millennium Development Goals? #MDGs
For the first time we can look back on 2000-2015 and see.
Summary, data & resources from @HannahRitchie02 & @MaxCRoser https://ourworldindata.org/millennium-development-goals …pic.twitter.com/qSOQlDFn3A",0,0,1
Change_Maldives,https://pbs.twimg.com/profile_images/960728525048172549/F-pXwXvr_bigger.jpg,7:04 AM - 9 Nov 2018,That must be an injustice to say MAG’s National Development Plans were not implemented as Maldives was the first country to achieve Millennium Development Goals of UN under a structured plan.,1,0,0
princesscuria,https://pbs.twimg.com/profile_images/1066766653575311360/eou88fsj_bigger.jpg,4:39 PM - 8 Nov 2018,"#Culturalexchanges
Millennium Development Goals (#MDGs) lower #stockmarket value but not lower accountancy-based performance. Economic Integration: The European Union & Russia and the rest of the world under taking stock of domestic interests rejecting international resolution.",0,0,0
NigerDeltaRpts,https://pbs.twimg.com/profile_images/1035544583650783232/K--z0ZqD_bigger.jpg,2:10 PM - 8 Nov 2018,"“It is aimed at transforming the amnesty beneficiaries into successful professional, either in the public or private sector.

“It is linked with the Millennium Development Goals which is to reduce poverty by 2030.

“The component of UNITA training include; Seafarers .............",1,0,0
globalpeacef1,https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,10:54 PM - 7 Nov 2018,Advocate and contribute to the achievement of the United Nations’ Millennium Development Goals. http://bit.ly/VgToM0 ,0,0,0
NofNewsFilipino,https://pbs.twimg.com/profile_images/862470799248281600/t2PquChE_bigger.jpg,10:52 PM - 7 Nov 2018,"The final push: Education for All Beyond 2015 – Agenda 2030 Before the United Nations’ Millennium Development Goals 2000-2015 concluded, UNESCO has started a series of regional evaluation at... https://is.gd/y3rMkv ",0,0,0
GCICUganda,https://pbs.twimg.com/profile_images/876008041363243009/ABsoRE9g_bigger.jpg,11:08 AM - 7 Nov 2018,"#SDGs were adopted in 2015 by the United Nations when Uganda held the Presidency of the @UN General Assembly.

SDGs are the follower of the Millennium Development Goals (#MDGs).

#SDGs aim to eradicate poverty through a focus on partnerships, people, planet, prosperity and peace.pic.twitter.com/ypTF77NxMG",1,2,1
jackielidubwi,https://pbs.twimg.com/profile_images/931518185538498562/I7JbgWie_bigger.jpg,8:35 AM - 7 Nov 2018,"LEGAL FRAMEWORK.
- The UNCPRD
- Constitution of Kenya 2010.
- The persons with disability act 2004.
- The special needs education policy 2009.
- The education act 2013.
- Education for All
- Millennium development goals.
- Kenya vision 2030
#DisabilityRightsAfrica18pic.twitter.com/H6OCOnBWhz",1,2,3
MrsKohlrabi,https://pbs.twimg.com/profile_images/992503269174980609/2Fda-7Rh_bigger.jpg,5:16 AM - 7 Nov 2018,"A goal can catalyse positive change and achieve great outcomes, even when targets are missed, as for the Millennium Development Goals. @axnicho and @recycle_urself set ambitious challenges to write a chapter a day/cycle round Britain in 3 weeks. You are #Inspiring and successful!",0,1,4
MaxCRoser,https://pbs.twimg.com/profile_images/991373737571348481/Y1zcLTFQ_bigger.jpg,1:21 PM - 6 Nov 2018,"Did the world actually achieve the Millennium Development Goals?

@HannahRitchie02 looked at all the data: https://slides.ourworldindata.org/millennium-development-goals/#/title-slide …

And here is our short post summarizing the answer to this question:https://ourworldindata.org/millennium-development-goals …",2,28,36
SDGsNGA,https://pbs.twimg.com/profile_images/667322075548286977/XdPamoDG_bigger.png,12:11 PM - 6 Nov 2018,"CORRECTION:
Sustainable Development Goals:

Started 2015;

Ends 2030;

Has 17 Goals;

With 169 Targets?

Will Nigeria achieve better result than it did with the Millennium Development Goals?

Cc @ossap_sdgs @Adejoke_O_Ahttps://twitter.com/SDGsNGA/status/1059776565507186693 …",0,2,2
wbcbray,https://pbs.twimg.com/profile_images/794465354923773953/Z7S_NRi8_bigger.jpg,11:57 AM - 6 Nov 2018,Geography week will take place from the 19th -24th of November to raise awareness of geography in Woodbrook College.  GEOWEEK this year will focus on raising awareness of the Millennium Development Goals (MDG).  We are hosting activities in the lead up to and during GeoWeek to de pic.twitter.com/CwYDhAP7zo,0,0,0
SDGsNGA,https://pbs.twimg.com/profile_images/667322075548286977/XdPamoDG_bigger.png,10:56 AM - 6 Nov 2018,"Sustainable Development Goals:

Started 2015;

Will End 2039;

Has 17 Goals;

With 169 Targets?

Will Nigeria achieve better result than it did with the Millennium Development Goals?

Cc @ossap_sdgs @Adejoke_O_A",3,11,12
StatiSense,https://pbs.twimg.com/profile_images/965199995401113600/f3VTnST8_bigger.jpg,5:09 AM - 6 Nov 2018,"GLOBAL FRAMEWORKS IN OPERATION:

Millennium Development Goals #MDGs - 2000 to 2015

Sustainable Development Goals #SDGs -
2015 to 2030

How well did Nigeria performed with #MDGs?

How well is Nigeria performing with #SDGs?

Do we have #data to look at?pic.twitter.com/ZgfVQM6KET",0,9,7
iameneji,https://pbs.twimg.com/profile_images/1054423487249551361/usULIA1-_bigger.jpg,5:07 AM - 6 Nov 2018,Good morning beautiful people. The rest of you can have your own ‘good morning’ from Millennium Development Goals Expert - Oga Gregory Obi,2,6,35
Kempez2017,https://pbs.twimg.com/profile_images/1055053663696314369/cEasJuOW_bigger.jpg,4:41 AM - 6 Nov 2018,"Let me even help you with the details for free 

""Between the year 2000 - 2015, China and Nigeria were into this MDGs (Millennium Development Goals) and China achieved ALL the MDGs but Nigeria didn't achieve ANYONE of the MDGs"" ~ Peter Obi.",1,0,0
Kempez2017,https://pbs.twimg.com/profile_images/1055053663696314369/cEasJuOW_bigger.jpg,4:33 AM - 6 Nov 2018,"""Between the year 2000 - 2015, China and Nigeria were into this MDGs (Millennium Development Goals) and China achieved ALL the MDGs but Nigeria didn't achieve ANYONE of the MDGs"" ~ Peter Obi, the PDP's Vice-Presidential Aspirant.
@APCUKingdom @OfficialPDPNig",0,0,0
globalpeacef1,https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,6:54 PM - 5 Nov 2018,Advocate and contribute to the achievement of the United Nations’ Millennium Development Goals. http://bit.ly/VgToM0 ,0,0,0
Opsy_damen,https://pbs.twimg.com/profile_images/907340483118104576/CuCnlxqH_bigger.jpg,6:05 PM - 5 Nov 2018,"Please can you just use what your party @OfficialPDPNig achieved for the past 16years to campaign, Talking of Millennium Development Goals MDGs postulated 15 years ago only point out only one out of the goals and just a tenure you're shouting @MBuhari Is lifeless...",0,0,0
ziliyax,https://pbs.twimg.com/profile_images/1064222834090786817/_dfuSZtd_bigger.jpg,11:53 AM - 5 Nov 2018,"""We were part of the Millennium Development Goals (MDG) in 2000. Nigeria was a signatory to it, China was a signatory to it...

Between 2000 - 2015, China achieved ALL the goals of the MDG and Nigeria DID NOT... https://www.facebook.com/iliyasu.zakari/videos/10205113037223791/ …",0,0,0
design_atelier,https://pbs.twimg.com/profile_images/472251207587614723/0a51W7yv_bigger.jpeg,4:06 AM - 5 Nov 2018,"Based on the successes of Millennium Development Goals, the 17 goals include new areas like climate change, economic inequality, innovation, sustainable consumption, peace and justice, among other priorities. http://architectsdelhi.blogspot.com/2018/08/what-are-sustainable-development-goals.html …",0,0,1
globalpeacef1,https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,2:54 PM - 3 Nov 2018,Advocate and contribute to the achievement of the United Nations’ Millennium Development Goals. http://bit.ly/VgToM0 ,0,0,0
NUFC_OurClub,https://pbs.twimg.com/profile_images/1014433687138598913/O-QD5yYN_bigger.jpg,1:09 PM - 3 Nov 2018,It was just part of the Millennium Development Goals arbitrarily designed to show progress for donor's money. Be a little more critically engaged with what people are telling you.,0,0,0
amutunga2011,https://pbs.twimg.com/profile_images/1059728695882072065/XjVbffQX_bigger.jpg,11:27 AM - 3 Nov 2018,The millennium development goals era did not meet the reproductive health investments promise to women and girls. GFF country powered investment cases are very promising. Let  us use this one plan to quickly scale up what works.,0,4,10
Miryam1968,https://pbs.twimg.com/profile_images/1006152113712517120/2KJCL4QS_bigger.jpg,9:28 PM - 2 Nov 2018,"The amendments are related to the fulfilment of the Sustainable Development Goals, something unusual, because Cuba was one of the few countries recognized by the UN for its compliance with the Millennium Development Goals and, despite the blockade, .....",1,0,1
BethuTongai,https://pbs.twimg.com/profile_images/978914915774812161/RQIpyQcq_bigger.jpg,3:59 PM - 2 Nov 2018,Do you even know about the international law bro? Or the General Assembly and the security council of the UN? What about the Millennium development goals......do you know about them? Our government is the main cause of these sanctions because of their unjust policies.,1,0,0
LeviKabwato,https://pbs.twimg.com/profile_images/1061146521339596801/p8U8GRBL_bigger.jpg,3:58 AM - 2 Nov 2018,"Intriguing that consequences of neo-liberalism are being 'reduced' to fascism. This is far too easy and way too simplistic.

Remember what happened during the transition from Millennium Development Goals (MSGs) to Sustainable Development Goals (SDGs)?

People just moved on.☻",1,0,0
MSirani,https://pbs.twimg.com/profile_images/1013736789255876608/5OXSz7hL_bigger.jpg,8:07 PM - 1 Nov 2018,"1) Following the collapse of USSR & its bloc in 1990, when the entire world experienced free market economy & the USA was the only super power in the world (Unipolar world system), we couldn't achieve some tangible results from Millennium Development Goals (MDGs) throughout 15",0,0,0
JellyfishJesus,https://pbs.twimg.com/profile_images/1065628585916944386/aaddGpAE_bigger.jpg,6:51 PM - 1 Nov 2018,Can’t believe she expected me to remember ALL the millennium development goals smfh,0,0,1
UnitedWayDE,https://pbs.twimg.com/profile_images/872451708974247939/SSHfbo-D_bigger.jpg,6:37 PM - 1 Nov 2018,"Poverty is a problem that has proven solutions, and giving plays a crucial role in combating extreme poverty. According to the UN Millennium Development Goals (MDGs), dramatically fewer people today are living in extreme poverty than just a few decades ago. #startswithupic.twitter.com/I81vBNs7DJ",0,0,1
msmarbella,https://pbs.twimg.com/profile_images/810267964910006272/RHhjsr5X_bigger.jpg,6:15 PM - 1 Nov 2018,"2. have been working on ways to implement universal health care which was a mandate of the WHO (World Health Organization) Millennium Development Goals: http://www.who.int/hdp/publications/mdg_en.pdf ….  Since these goals all nations have been on improving access to healthcare.  Honduras, from which many",1,0,0
silverkingg,https://pbs.twimg.com/profile_images/467111055122890752/k7EEiGGj_bigger.jpeg,12:40 PM - 1 Nov 2018,"Milestone,, just like millennium development goals, vision 2030 and big 4 agenda...?? xD",0,0,1
YamatLucas,https://pbs.twimg.com/profile_images/969560350684340225/Ok0wBwUV_bigger.jpg,12:39 PM - 1 Nov 2018,"""Tanzania is now used as an example across the continent for a good step it has taken in achieving Universal Primary Education under Millennium Development Goals  and  use of Kiswahili Language to unite people"" - Dr. Ebrima Sall, Executive Director for @TrustAfrica
@ANSAFForum",0,1,4
odoidaniel1,https://pbs.twimg.com/profile_images/1015347124802732032/LZgecIZY_bigger.jpg,12:33 PM - 1 Nov 2018,"The #SDGs  are 17 global initiatives ( The world's largest lesson) by the United Nations to end extreme poverty. In summary, it was developed to make the world a better place for everyone leaving no one behind.

It's actually a development of the millennium development goals",0,4,7
iamkayfactor,https://pbs.twimg.com/profile_images/931115169580834816/H0fcJiV7_bigger.jpg,12:08 PM - 1 Nov 2018,A2. We might also say its an extension of the Millennium development goals to cover other areas affecting out planets! As well as ensuring that countries can use their own resources to sustain themselves. #AYSDGs #AfricanYouthDay,0,4,5
atabinore,https://pbs.twimg.com/profile_images/1032793889248354304/-Wt4hJ4j_bigger.jpg,12:07 PM - 1 Nov 2018,"A1. SDGs are goals formulated to build on the successes and fill in the gaps of the Millennium Development Goals.
#AfricanYouthDay #AYSDGs",0,9,18
globalpeacef1,https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,10:54 AM - 1 Nov 2018,Advocate and contribute to the achievement of the United Nations’ Millennium Development Goals. http://bit.ly/VgToM0 ,0,0,0
rosariso2016,https://pbs.twimg.com/profile_images/804372329421828097/h2MOFPUZ_bigger.jpg,10:38 AM - 1 Nov 2018,Cuba is one of the most successful countries in achieving the Millennium Development Goals (MDGs)./www.wfp.org/stories/6-facts-about-food-security-in-cuba @USUN @NikkyHaley #unblockCuba #DDHHCuba #NoChildLeftBehindpic.twitter.com/CZAQGU7njI,0,4,5
ciryan_nelson,https://pbs.twimg.com/profile_images/1026351784909053953/tDFk-III_bigger.jpg,2:47 AM - 1 Nov 2018,"The UN’s Millennium Development Goals (MDGs) of providing universal primary education to all and eliminating gender inequities, has propelled many nations and multi-governmental organizations to boost educational spending.
#CofekStateOfEducation",0,0,1
